1	edge_493
2	edge_182
3	edge_560
4	edge_348
5	edge_883
6	edge_341
7	edge_235
7	edge_40
7	edge_1121
7	edge_746
7	edge_1043
7	edge_756
7	edge_1041
7	edge_1075
7	edge_1040
7	edge_1044
7	edge_747
7	edge_748
7	edge_744
7	edge_1076
7	edge_43
7	edge_701
7	edge_755
7	edge_742
7	edge_1134
7	edge_754
7	edge_758
7	edge_1135
7	edge_616
7	edge_743
7	edge_1045
7	edge_44
7	edge_895
7	edge_1042
8	edge_431
9	edge_918
10	edge_846
11	edge_867
12	edge_526
13	edge_992
13	edge_666
13	edge_614
13	edge_543
13	edge_704
13	edge_1025
13	edge_569
13	edge_1019
13	edge_1029
13	edge_767
13	edge_734
13	edge_1014
13	edge_761
13	edge_1001
13	edge_964
13	edge_948
13	edge_259
13	edge_580
13	edge_267
13	edge_978
13	edge_1015
13	edge_944
13	edge_981
13	edge_1010
13	edge_953
13	edge_957
13	edge_297
13	edge_954
13	edge_963
14	edge_913
15	edge_389
16	edge_321
17	edge_624
18	edge_829
19	edge_513
20	edge_20
21	edge_871
22	edge_598
23	edge_935
24	edge_66
25	edge_773
26	edge_802
27	edge_745
27	edge_749
27	edge_39
27	edge_42
28	edge_149
29	edge_310
30	edge_996
31	edge_160
31	edge_162
32	edge_684
33	edge_217
34	edge_641
35	edge_208
35	edge_952
36	edge_322
37	edge_221
38	edge_727
38	edge_628
38	edge_959
39	edge_157
40	edge_229
41	edge_70
41	edge_105
41	edge_112
41	edge_71
41	edge_85
41	edge_103
41	edge_947
41	edge_545
41	edge_484
41	edge_1110
41	edge_519
41	edge_1136
41	edge_95
41	edge_76
41	edge_91
41	edge_59
41	edge_75
41	edge_109
41	edge_1050
41	edge_87
41	edge_1108
41	edge_78
41	edge_83
41	edge_88
41	edge_483
41	edge_97
41	edge_90
41	edge_520
41	edge_1056
41	edge_81
41	edge_60
41	edge_492
41	edge_82
41	edge_544
41	edge_86
41	edge_503
41	edge_518
41	edge_1055
41	edge_65
41	edge_110
41	edge_491
41	edge_102
41	edge_1016
41	edge_72
41	edge_1124
41	edge_502
41	edge_94
41	edge_69
41	edge_63
41	edge_495
41	edge_546
41	edge_486
41	edge_92
41	edge_61
41	edge_487
41	edge_494
41	edge_104
41	edge_504
41	edge_240
41	edge_241
41	edge_62
41	edge_113
41	edge_485
41	edge_1109
41	edge_99
41	edge_89
41	edge_77
41	edge_498
41	edge_1051
41	edge_80
41	edge_1107
41	edge_84
41	edge_488
41	edge_79
41	edge_98
41	edge_68
41	edge_73
41	edge_96
41	edge_101
41	edge_499
41	edge_489
41	edge_500
41	edge_501
41	edge_1053
41	edge_239
41	edge_100
41	edge_581
41	edge_1054
41	edge_108
41	edge_490
41	edge_496
41	edge_497
41	edge_74
41	edge_111
41	edge_1052
41	edge_1078
41	edge_106
41	edge_67
41	edge_64
42	edge_1049
43	edge_654
44	edge_904
45	edge_633
46	edge_366
46	edge_685
46	edge_1144
46	edge_1099
46	edge_645
46	edge_912
46	edge_1128
46	edge_648
46	edge_370
46	edge_588
46	edge_1101
46	edge_371
46	edge_916
46	edge_1033
46	edge_462
46	edge_605
46	edge_262
46	edge_931
46	edge_296
46	edge_381
46	edge_908
46	edge_458
46	edge_572
46	edge_367
46	edge_363
46	edge_473
46	edge_527
46	edge_368
46	edge_647
46	edge_771
46	edge_923
