1	edge_135
1	edge_113
1	edge_117
1	edge_261
1	edge_70
1	edge_170
1	edge_77
1	edge_1134
1	edge_264
1	edge_97
1	edge_73
1	edge_51
1	edge_29
1	edge_53
1	edge_75
1	edge_177
1	edge_46
1	edge_17
1	edge_491
1	edge_61
1	edge_65
1	edge_176
1	edge_505
1	edge_15
1	edge_265
1	edge_136
1	edge_59
1	edge_81
1	edge_23
1	edge_48
1	edge_86
1	edge_161
1	edge_40
1	edge_74
1	edge_37
1	edge_87
1	edge_371
1	edge_288
1	edge_126
1	edge_12
1	edge_33
1	edge_493
1	edge_175
1	edge_60
1	edge_47
1	edge_38
1	edge_31
1	edge_99
1	edge_58
1	edge_169
1	edge_78
1	edge_178
1	edge_344
1	edge_110
1	edge_589
1	edge_88
1	edge_209
1	edge_771
1	edge_41
1	edge_27
1	edge_1105
1	edge_103
1	edge_511
1	edge_106
1	edge_365
1	edge_120
1	edge_119
1	edge_207
1	edge_26
1	edge_112
1	edge_109
1	edge_35
1	edge_54
1	edge_362
1	edge_90
1	edge_495
1	edge_171
1	edge_961
1	edge_68
1	edge_36
1	edge_104
1	edge_172
1	edge_55
1	edge_107
1	edge_679
1	edge_98
1	edge_137
1	edge_105
1	edge_39
1	edge_66
1	edge_52
1	edge_208
1	edge_100
1	edge_50
1	edge_42
1	edge_19
1	edge_45
1	edge_108
1	edge_102
1	edge_14
1	edge_609
1	edge_564
1	edge_118
1	edge_111
1	edge_16
1	edge_101
1	edge_854
1	edge_82
1	edge_28
1	edge_76
1	edge_280
1	edge_49
1	edge_516
1	edge_115
1	edge_13
1	edge_486
1	edge_69
1	edge_44
1	edge_259
1	edge_80
1	edge_125
1	edge_18
1	edge_43
1	edge_25
1	edge_96
2	edge_333
2	edge_420
2	edge_924
2	edge_472
2	edge_380
2	edge_824
2	edge_250
2	edge_655
2	edge_220
2	edge_745
2	edge_270
3	edge_309
3	edge_182
3	edge_687
3	edge_233
3	edge_144
3	edge_443
4	edge_1113
4	edge_1143
4	edge_1066
4	edge_1067
4	edge_1022
4	edge_998
4	edge_1070
4	edge_1008
4	edge_1029
4	edge_1060
4	edge_997
4	edge_885
4	edge_972
4	edge_1020
4	edge_1069
4	edge_1057
4	edge_1053
4	edge_1009
4	edge_996
4	edge_711
4	edge_1046
4	edge_1052
4	edge_975
4	edge_1084
4	edge_1016
4	edge_1018
4	edge_1114
4	edge_1014
4	edge_787
4	edge_1144
4	edge_1024
4	edge_1056
4	edge_1150
4	edge_869
4	edge_1001
4	edge_1013
4	edge_1017
4	edge_1083
4	edge_995
4	edge_1002
4	edge_1059
4	edge_1000
4	edge_986
4	edge_1065
4	edge_1010
4	edge_969
4	edge_1011
4	edge_782
4	edge_971
4	edge_1145
4	edge_1146
4	edge_1030
4	edge_865
4	edge_784
4	edge_873
4	edge_973
4	edge_999
4	edge_1071
4	edge_1049
4	edge_984
4	edge_1036
4	edge_864
4	edge_1047
4	edge_1142
4	edge_1082
4	edge_1051
4	edge_987
4	edge_1077
4	edge_1148
4	edge_1048
4	edge_983
4	edge_1019
4	edge_1005
4	edge_994
4	edge_684
4	edge_1050
4	edge_1031
4	edge_1037
4	edge_1061
4	edge_1040
4	edge_976
4	edge_1021
4	edge_974
4	edge_1023
4	edge_1041
4	edge_1149
4	edge_783
4	edge_1054
4	edge_982
4	edge_1025
4	edge_1003
4	edge_1063
4	edge_970
4	edge_1072
4	edge_1058
4	edge_1062
4	edge_1015
4	edge_862
4	edge_1073
4	edge_1039
4	edge_1076
4	edge_1004
4	edge_868
4	edge_1074
4	edge_1042
4	edge_1075
4	edge_1006
4	edge_1078
4	edge_993
4	edge_980
4	edge_785
4	edge_981
4	edge_1038
4	edge_683
4	edge_866
4	edge_1055
4	edge_778
4	edge_1012
4	edge_863
5	edge_134
5	edge_588
5	edge_124
5	edge_364
5	edge_343
5	edge_174
5	edge_67
5	edge_563
5	edge_1104
5	edge_263
5	edge_608
5	edge_853
5	edge_960
5	edge_116
5	edge_770
5	edge_258
5	edge_89
5	edge_515
5	edge_79
5	edge_95
5	edge_206
5	edge_370
5	edge_114
5	edge_260
5	edge_279
5	edge_85
5	edge_168
5	edge_72
5	edge_160
5	edge_678
5	edge_1133
5	edge_485
5	edge_287
6	edge_456
6	edge_786
6	edge_318
6	edge_884
6	edge_150
6	edge_127
6	edge_189
6	edge_710
6	edge_240
7	edge_123
7	edge_159
7	edge_167
7	edge_204
7	edge_766
7	edge_1128
7	edge_256
7	edge_341
7	edge_133
7	edge_955
7	edge_277
7	edge_57
7	edge_584
7	edge_483
7	edge_849
7	edge_1099
7	edge_604
7	edge_64
7	edge_285
7	edge_71
7	edge_84
7	edge_94
7	edge_674
8	edge_299
8	edge_226
